Currency,Date,Open,High,Low,Close,OHLCVolatility
CAD,2024-08-08,78.3433,78.929,78.1428,76.7989,0.1746
CAD,2024-08-09,80.4978,80.3973,79.7149,78.8311,0.0753
CAD,2024-08-12,79.8008,80.0135,79.9591,80.6104,0.1765
CAD,2024-08-13,80.5224,80.6608,80.0211,80.0767,0.2527
CAD,2024-08-14,78.8517,80.1043,78.6342,77.4762,0.2184
CAD,2024-08-15,79.7901,80.4157,78.9782,80.1281,0.1204
CAD,2024-08-16,80.6399,80.8403,80.097,78.4862,0.1723
CAD,2024-08-19,79.0256,80.0523,78.5141,79.2655,0.1743
CAD,2024-08-20,78.6658,79.6774,77.4701,79.0587,0.2295
CAD,2024-08-21,79.0951,78.8965,78.8746,79.53,0.1303
CAD,2024-08-22,80.202,80.5552,80.5011,80.7208,0.1932
CAD,2024-08-23,79.8357,80.612,80.2444,80.3036,0.0915
CAD,2024-08-26,78.5501,78.4347,78.8212,78.0021,0.1393
CAD,2024-08-27,80.5014,80.5408,81.0942,81.6414,0.1081
CAD,2024-08-28,79.6055,80.0288,79.3057,80.6997,0.174
CAD,2024-08-29,78.8029,80.0922,78.5057,78.6556,0.1982
CAD,2024-08-30,79.9137,80.3133,78.4676,79.6386,0.1341
CAD,2024-09-02,79.7808,80.5166,80.3341,77.8152,0.1206
CAD,2024-09-03,78.0303,78.0179,77.5791,77.1396,0.0787
CAD,2024-09-04,79.7336,80.3648,80.381,80.5538,0.1909
CAD,2024-09-05,80.6183,81.4275,79.3173,80.2622,0.1555
CAD,2024-09-06,79.2478,79.4488,78.2813,77.9028,0.1069
CAD,2024-09-09,81.0414,81.7514,81.023,81.8958,0.1671
CAD,2024-09-10,81.1645,81.4018,80.4517,83.8065,0.1799
CAD,2024-09-11,79.7136,80.2748,79.6962,82.1015,0.159
CAD,2024-09-12,79.3913,79.1734,78.6427,80.2585,0.1251
CAD,2024-09-13,80.2407,79.6864,79.9482,80.6934,0.2354
CAD,2024-09-16,78.8934,78.4542,79.1411,77.5568,0.2168
CAD,2024-09-17,81.2129,81.573,80.4022,81.3468,0.1452
CAD,2024-09-18,79.3312,79.376,79.9051,79.5954,0.148
CAD,2024-09-19,80.4096,80.6563,80.2909,79.5384,0.1536
CAD,2024-09-20,80.4025,80.0308,80.1587,80.6355,0.1141
CAD,2024-09-23,79.0764,79.3917,79.4431,79.4263,0.1052
CAD,2024-09-24,80.7271,82.096,80.9575,81.2613,0.1137
CAD,2024-09-25,80.7052,80.2725,80.2649,79.8322,0.1397
CAD,2024-09-26,78.6332,79.2444,78.8517,79.1852,0.1328
CAD,2024-09-27,79.5498,79.8236,79.7307,79.7601,0.2265
CAD,2024-09-30,78.8861,79.672,77.9371,78.07,0.0772
CAD,2024-10-01,79.9662,79.8925,78.8319,80.001,0.1099
CAD,2024-10-02,78.5171,79.262,78.6027,78.5609,0.1978
CAD,2024-10-03,79.18,79.357,78.9882,79.8633,0.1795
CAD,2024-10-04,79.4441,79.6759,79.43,77.9665,0.1629
CAD,2024-10-07,81.5564,81.3146,81.7429,80.6857,0.1862
CAD,2024-10-08,80.1127,80.2334,80.3717,80.2051,0.0718
CAD,2024-10-09,79.8077,80.4434,80.2332,78.2751,0.229
CAD,2024-10-10,79.0525,79.8204,78.9295,78.8905,0.1719
CAD,2024-10-11,78.7802,79.0465,78.771,77.4597,0.1669
CAD,2024-10-14,79.4009,79.5224,79.806,80.9923,0.1938
CHF,2024-01-01,122.7464,122.7937,123.411,124.6993,0.1469
CHF,2024-01-02,121.0334,121.4418,120.2499,121.0104,0.2139
CHF,2024-01-03,122.8652,122.5271,123.0021,123.8228,0.0144
CHF,2024-01-04,121.6328,121.1174,121.6711,121.334,0.1321
CHF,2024-01-05,121.23,120.8814,119.884,123.0974,0.0919
CHF,2024-01-08,123.3644,123.3646,123.0998,123.3011,0.117
CHF,2024-01-09,122.7661,123.029,122.8044,121.4615,0.1053
CHF,2024-01-10,120.1409,120.347,120.5392,119.8753,0.2185
CHF,2024-01-11,122.9815,123.1654,122.8251,124.8614,0.176
CHF,2024-01-12,121.4544,120.9414,121.0575,122.2838,0.1184
CHF,2024-01-15,122.0734,122.0917,121.9655,119.5856,0.1389
CHF,2024-01-16,122.7516,122.6359,122.5254,121.9957,0.168
CHF,2024-01-17,121.5657,121.2961,120.6994,122.4947,0.1198
CHF,2024-01-18,122.28,122.7487,121.7589,120.5858,0.2003
CHF,2024-01-19,121.2125,121.2336,119.6936,121.5144,0.1307
CHF,2024-01-22,119.577,120.4718,120.0496,118.5735,0.1334
CHF,2024-01-23,123.1987,123.7853,123.0776,123.5069,0.12
CHF,2024-01-24,121.9219,122.1586,121.2375,122.8891,0.1747
CHF,2024-01-25,121.4199,121.9908,121.2659,120.338,0.1298
CHF,2024-01-26,121.8668,122.5219,121.7585,120.6576,0.1528
CHF,2024-01-29,121.8957,122.1886,121.2358,122.9146,0.1203
CHF,2024-01-30,121.1661,120.846,120.6167,122.6149,0.1342
CHF,2024-01-31,121.5408,122.4742,121.088,121.977,0.0905
CHF,2024-02-01,122.461,122.1964,122.828,122.1142,0.1207
CHF,2024-02-02,121.5606,121.0402,120.8812,122.6883,0.0526
CHF,2024-02-05,122.7607,122.5554,122.1322,122.6923,0.1514
CHF,2024-02-06,121.5971,122.4032,122.0169,122.205,0.2051
CHF,2024-02-07,122.4986,123.8609,122.5631,123.4559,0.1447
CHF,2024-02-08,123.0157,123.2118,123.0096,124.3217,0.1254
CHF,2024-02-09,120.3695,120.3111,119.86,121.7616,0.1556
CHF,2024-02-12,123.1004,122.6214,123.1221,122.8119,0.1443
CHF,2024-02-13,121.8663,122.4118,121.8887,122.0054,0.1477
CHF,2024-02-14,120.8564,120.9995,120.7282,120.6913,0.1516
CHF,2024-02-15,121.8579,121.8418,121.0216,120.6884,0.114
CHF,2024-02-16,124.5622,124.2432,125.0391,125.2967,0.0461
CHF,2024-02-19,121.547,122.8199,122.1194,119.565,0.075
CHF,2024-02-20,122.6806,123.443,122.7369,123.3638,0.2195
CHF,2024-02-21,123.5696,123.6464,124.5203,122.7487,0.1287
CHF,2024-02-22,121.5233,121.6294,120.7639,122.7977,0.1414
CHF,2024-02-23,122.8807,123.2596,122.6485,123.7873,0.1536
CHF,2024-02-26,123.8401,123.3209,123.8976,123.7135,0.172
CHF,2024-02-27,123.0502,123.238,123.5613,123.8927,0.1877
CHF,2024-02-28,119.8404,120.0385,120.4355,119.1757,0.1049
CHF,2024-02-29,122.5915,122.8499,123.0343,123.4716,0.0783
CHF,2024-03-01,122.1124,121.9054,122.0952,122.6166,0.1761
CHF,2024-03-04,123.1192,123.2781,122.766,122.6815,0.1591
CHF,2024-03-05,122.2217,122.3726,122.9236,122.5532,0.1682
CHF,2024-03-06,121.1021,120.6599,120.1641,121.5935,0.1385
CHF,2024-03-07,120.6452,120.4343,119.7939,120.7829,0.1225
CHF,2024-03-08,122.2919,122.0847,121.3415,123.6447,0.1267
CHF,2024-03-11,121.1536,120.0445,121.6944,119.8141,0.1568
CHF,2024-03-12,121.456,120.9833,121.3966,121.9613,0.1764
CHF,2024-03-13,119.8826,120.0184,120.3742,120.7843,0.1892
CHF,2024-03-14,120.8842,120.7012,120.9149,118.6314,0.1668
CHF,2024-03-15,121.5094,122.1945,121.8586,120.8903,0.0747
CHF,2024-03-18,120.778,120.387,120.08,120.0797,0.1562
CHF,2024-03-19,121.4015,120.9667,121.2856,122.0006,0.0896
CHF,2024-03-20,122.5914,122.3665,122.6328,123.122,0.1168
CHF,2024-03-21,121.8198,121.8625,121.5551,119.4391,0.0585
CHF,2024-03-22,122.3982,123.1168,122.6535,122.1542,0.1647
CHF,2024-03-25,122.4755,121.6616,122.7185,122.1429,0.1852
CHF,2024-03-26,124.2807,124.3667,124.7842,124.6829,0.216
CHF,2024-03-27,121.8903,121.6369,121.2113,122.5538,0.0987
CHF,2024-03-28,122.1637,122.8623,121.3727,122.0972,0.1321
CHF,2024-03-29,123.0095,122.6044,122.5902,121.6395,0.2033
CHF,2024-04-01,121.5242,122.3585,121.0785,120.301,0.2212
CHF,2024-04-02,123.3335,123.9746,123.5143,123.0275,0.1573
CHF,2024-04-03,121.0785,122.1247,120.8064,118.3752,0.167
CHF,2024-04-04,121.4341,121.5966,121.4184,122.2411,0.206
CHF,2024-04-05,122.0653,122.0956,121.886,122.0849,0.1099
CHF,2024-04-08,122.3612,122.7912,121.391,123.6165,0.1157
CHF,2024-04-09,122.6025,122.3271,122.0546,122.0859,0.0988
CHF,2024-04-10,122.0623,120.925,122.7378,121.8848,0.1541
CHF,2024-04-11,121.4129,120.8232,121.6219,121.8041,0.1791
CHF,2024-04-12,121.766,122.5444,121.3673,121.0186,0.136
CHF,2024-04-15,120.3794,120.5253,119.6233,121.0647,0.2201
CHF,2024-04-16,121.4794,122.3524,121.376,122.9509,0.1489
CHF,2024-04-17,122.4895,123.427,122.3862,122.7079,0.2144
CHF,2024-04-18,121.6492,121.1888,120.3777,121.1795,0.1579
CHF,2024-04-19,122.9383,122.834,123.2422,123.192,0.0603
CHF,2024-04-22,121.4943,121.8169,121.4293,119.9509,0.2297
CHF,2024-04-23,121.8858,122.8014,121.8158,121.0058,0.1635
CHF,2024-04-24,121.5665,121.1776,120.6316,120.9442,0.058
CHF,2024-04-25,123.1104,123.0583,123.2143,121.345,0.237
CHF,2024-04-26,120.4928,120.722,119.8365,120.9145,0.147
CHF,2024-04-29,120.0806,119.8757,119.7867,119.2934,0.1602
CHF,2024-04-30,122.464,123.1452,122.8771,124.6606,0.1884
CHF,2024-05-01,121.7805,122.5253,120.3978,120.3418,0.1387
CHF,2024-05-02,119.4038,119.7001,119.0211,119.3647,0.1173
CHF,2024-05-03,119.7327,120.1195,118.805,119.1417,0.172
CHF,2024-05-06,120.2141,120.6427,120.2108,119.4517,0.112
CHF,2024-05-07,121.3886,121.7798,121.8447,120.9915,0.1479
CHF,2024-05-08,120.6832,121.7815,120.91,120.0138,0.1011
CHF,2024-05-09,123.5807,124.0572,123.849,124.687,0.16
CHF,2024-05-10,122.0395,122.0673,122.2142,122.3773,0.1227
CHF,2024-05-13,123.599,123.1644,122.6309,123.4877,0.165
CHF,2024-05-14,122.6154,122.5003,121.9833,119.9079,0.114
CHF,2024-05-15,120.8582,120.4314,120.7657,121.2439,0.1851
CHF,2024-05-16,122.0231,121.8903,121.6386,122.1474,0.1968
CHF,2024-05-17,122.5592,122.7744,122.8078,121.9062,0.1225
CHF,2024-05-20,121.467,121.801,120.9094,121.4159,0.1508
CHF,2024-05-21,121.9256,121.8676,122.1882,120.1701,0.1152
CHF,2024-05-22,122.2554,122.1039,122.1743,122.7218,0.176
CHF,2024-05-23,120.7027,121.4012,119.939,119.5729,0.1088
CHF,2024-05-24,122.9733,123.0999,123.8832,121.5737,0.1375
CHF,2024-05-27,120.6192,120.6125,120.403,122.0815,0.1355
CHF,2024-05-28,122.8548,123.7692,121.9376,123.1395,0.0518
CHF,2024-05-29,122.2431,122.9673,122.0836,123.9877,0.193
CHF,2024-05-30,122.3505,123.0937,121.9838,119.8577,0.125
CHF,2024-05-31,122.9794,122.7756,122.8911,121.9346,0.2392
CHF,2024-06-03,123.4637,123.2218,123.1901,122.7832,0.1807
CHF,2024-06-04,122.2919,122.8978,121.926,125.2273,0.0986
CHF,2024-06-05,120.0716,120.0751,120.6556,118.5792,0.0999
CHF,2024-06-06,120.8601,120.5827,120.4009,120.3539,0.141
CHF,2024-06-07,122.6765,122.4933,122.6088,123.0422,0.0529
CHF,2024-06-10,119.3973,119.7704,118.9513,121.4616,0.1579
CHF,2024-06-11,122.602,122.7042,122.2534,124.2692,0.0438
CHF,2024-06-12,122.1959,123.4637,121.8548,123.8464,0.1185
CHF,2024-06-13,121.7502,121.967,122.659,120.582,0.0952
CHF,2024-06-14,122.6043,123.2404,122.2423,123.4284,0.1418
CHF,2024-06-17,122.9842,123.1886,122.7552,122.7186,0.1842
CHF,2024-06-18,121.361,122.0493,121.7271,120.2621,0.1844
CHF,2024-06-19,121.6937,121.6668,121.0487,121.0864,0.14
CHF,2024-06-20,123.1815,124.151,122.1953,122.8993,0.2115
CHF,2024-06-21,120.8333,120.5798,121.8085,122.5062,0.1068
CHF,2024-06-24,121.6557,121.4005,121.1081,121.2801,0.0848
CHF,2024-06-25,122.2239,121.707,122.4426,120.117,0.0788
CHF,2024-06-26,121.9608,121.1785,122.5013,121.9584,0.1228
CHF,2024-06-27,123.7743,124.8912,124.0082,124.3314,0.1875
CHF,2024-06-28,121.1848,120.637,120.9909,121.0119,0.1282
CHF,2024-07-01,122.2246,122.0492,122.6006,122.3336,0.1693
CHF,2024-07-02,120.6056,121.2696,121.2908,120.0275,0.1371
CHF,2024-07-03,121.146,121.0635,120.0105,120.2951,0.2721
CHF,2024-07-04,122.2194,122.4654,121.7813,124.7493,0.1003
CHF,2024-07-05,120.6618,120.4844,120.4458,118.9361,0.1511
CHF,2024-07-08,123.4758,123.7515,123.4221,122.8576,0.1949
CHF,2024-07-09,120.9564,122.0796,119.7897,121.2132,0.1494
CHF,2024-07-10,122.8129,123.5603,123.0159,122.2863,0.0839
CHF,2024-07-11,122.1913,122.7246,122.6663,121.7361,0.0826
CHF,2024-07-12,120.8834,121.359,121.0502,120.5826,0.0686
CHF,2024-07-15,121.9692,122.1471,122.1337,121.7802,0.159
CHF,2024-07-16,120.9674,120.4292,119.8646,120.3341,0.1452
CHF,2024-07-17,122.7931,124.7576,123.2153,123.2429,0.1146
CHF,2024-07-18,121.2435,121.0833,121.6063,121.2022,0.0763
CHF,2024-07-19,122.7291,122.9566,122.3178,122.2629,0.1316
CHF,2024-07-22,122.0698,121.6878,122.0488,121.2102,0.1055
CHF,2024-07-23,119.6724,120.5421,119.8157,120.8358,0.2034
CHF,2024-07-24,120.4962,120.152,119.016,122.2472,0.1484
CHF,2024-07-25,122.0396,121.9242,121.6234,121.3224,0.0484
CHF,2024-07-26,120.4607,120.6712,120.8262,120.3934,0.0963
CHF,2024-07-29,120.9999,121.6265,120.6762,120.9902,0.1939
CHF,2024-07-30,122.2629,123.1861,122.2928,121.8332,0.0849
CHF,2024-07-31,121.3533,122.0356,120.5033,122.3136,0.0603
CHF,2024-08-01,122.8654,122.1461,122.2163,122.4976,0.1851
CHF,2024-08-02,120.4498,121.2354,120.9823,119.7813,0.1001
CHF,2024-08-05,120.028,120.2752,118.9249,122.6949,0.1549
CHF,2024-08-06,122.8989,123.215,122.4495,122.5568,0.1598
CHF,2024-08-07,122.3197,122.2305,122.1585,122.2613,0.1913
CHF,2024-08-08,120.7162,120.8904,119.5602,121.8803,0.2175
CHF,2024-08-09,121.8067,122.1672,121.1056,123.3669,0.0524
CHF,2024-08-12,120.4668,121.3215,120.4052,119.7951,0.0873
CHF,2024-08-13,121.2272,120.726,119.9817,121.2048,0.1471
CHF,2024-08-14,122.3703,123.0515,121.6974,123.4439,0.1185
CHF,2024-08-15,121.4844,122.0689,121.5481,121.4793,0.1699
CHF,2024-08-16,122.5674,121.8786,122.0101,122.3337,0.1854
CHF,2024-08-19,122.5592,123.5631,121.6824,123.9057,0.2222
CHF,2024-08-20,122.0736,122.2897,121.4372,122.8057,0.1345
CHF,2024-08-21,122.1871,122.3695,122.414,123.4775,0.1528
CHF,2024-08-22,123.831,123.2182,123.9093,123.8636,0.2069
CHF,2024-08-23,122.1817,122.537,122.5453,121.0248,0.1661
CHF,2024-08-26,120.4181,120.3522,119.9677,119.4358,0.2303
CHF,2024-08-27,123.0062,122.4205,123.2724,120.7204,0.1109
CHF,2024-08-28,122.5486,122.5417,122.1182,121.0263,0.1899
CHF,2024-08-29,121.2271,121.4332,121.0736,119.9556,0.0923
CHF,2024-08-30,122.75,123.1495,122.025,123.0747,0.1571
CHF,2024-09-02,120.0562,120.1211,119.8699,122.0093,0.1843
CHF,2024-09-03,123.3183,123.8171,123.474,123.4354,0.1618
CHF,2024-09-04,120.8431,120.8509,120.746,122.4487,0.046
CHF,2024-09-05,122.9881,122.7197,123.4741,124.168,0.1866
CHF,2024-09-06,123.0368,123.6371,121.8068,123.5955,0.1422
CHF,2024-09-09,122.1252,122.9469,122.3149,121.4733,0.1346
CHF,2024-09-10,119.6777,119.9467,120.4207,119.7307,0.1933
CHF,2024-09-11,121.3054,122.3439,121.8356,122.4966,0.1838
CHF,2024-09-12,120.0662,121.6216,119.8981,119.1887,0.0796
CHF,2024-09-13,121.5622,121.6985,121.3109,121.2644,0.1817
CHF,2024-09-16,121.3946,120.6271,121.2693,119.0271,0.1677
CHF,2024-09-17,120.8029,121.0846,119.9459,119.8542,0.2031
CHF,2024-09-18,121.3489,122.4255,121.3314,120.5084,0.1844
CHF,2024-09-19,121.3465,121.1257,121.3854,121.3018,0.2171
CHF,2024-09-20,119.8482,120.0597,119.3357,120.0416,0.2155
CHF,2024-09-23,121.7079,121.8156,121.2117,121.8072,0.1305
CHF,2024-09-24,122.2984,122.1721,122.404,121.7704,0.2177
CHF,2024-09-25,118.5612,118.959,118.3441,116.8804,0.1655
CHF,2024-09-26,122.258,122.7528,123.3839,123.6244,0.1131
CHF,2024-09-27,122.4688,123.0393,122.7072,123.1293,0.1307
CHF,2024-09-30,119.7109,120.4947,119.8984,118.8564,0.1298
CHF,2024-10-01,122.0545,122.2258,121.5804,120.715,0.1129
CHF,2024-10-02,121.6662,122.8152,121.5232,122.7515,0.1519
CHF,2024-10-03,121.2986,121.3752,121.1828,121.9022,0.2187
CHF,2024-10-04,122.1419,122.9355,122.4243,121.7273,0.1138
CHF,2024-10-07,122.0967,122.1172,121.5318,121.1657,0.1522
CHF,2024-10-08,122.4691,121.6365,121.2083,122.186,0.0487
CHF,2024-10-09,121.9403,122.1571,121.7813,122.9315,0.1874
CHF,2024-10-10,122.0801,122.5052,121.9323,123.8556,0.076
CHF,2024-10-11,121.9219,122.1544,121.3153,121.078,0.0628
CHF,2024-10-14,121.9391,122.2797,120.9943,120.6687,0.2077
ZAR,2024-01-01,58.1431,58.1543,58.5886,57.7362,0.1507
ZAR,2024-01-02,56.3395,56.2438,55.3619,55.225,0.063
ZAR,2024-01-03,56.8824,55.9451,56.7845,60.0001,0.1494
ZAR,2024-01-04,54.655,54.8263,54.4804,54.8156,0.1831
ZAR,2024-01-05,54.7366,55.7804,54.414,55.4634,0.1186
ZAR,2024-01-08,57.0621,57.1336,56.7233,56.129,0.1002
ZAR,2024-01-09,56.4639,56.4421,56.6908,55.8207,0.1849
ZAR,2024-01-10,55.1467,55.2879,54.9392,53.2293,0.0764
ZAR,2024-01-11,56.112,55.9435,55.3836,57.0788,0.186
ZAR,2024-01-12,57.5955,57.7539,57.071,57.0111,0.2726
ZAR,2024-01-15,57.7594,57.9653,57.3661,59.1186,0.1426
ZAR,2024-01-16,55.1191,55.7561,54.8799,55.3021,0.1083
ZAR,2024-01-17,54.058,54.3761,53.4056,53.8322,0.2218
ZAR,2024-01-18,55.0718,54.7444,54.9054,54.9892,0.1885
ZAR,2024-01-19,55.0008,55.8848,53.8173,54.9616,0.2125
ZAR,2024-01-22,54.7192,55.4568,53.9956,55.5827,0.1492
ZAR,2024-01-23,52.8215,52.7006,52.9344,51.8432,0.1561
ZAR,2024-01-24,55.3568,55.1444,55.6862,54.6412,0.2061
ZAR,2024-01-25,55.1147,55.0572,55.143,55.4537,0.1728
ZAR,2024-01-26,52.7311,53.4419,51.8129,51.6809,0.1014
ZAR,2024-01-29,55.3255,55.1475,55.0135,53.3789,0.0941
ZAR,2024-01-30,57.3149,57.0508,56.4932,57.6703,0.0595
ZAR,2024-01-31,56.411,56.5522,56.4388,56.656,0.1737
ZAR,2024-02-01,56.4833,57.2724,56.0792,55.1077,0.1263
ZAR,2024-02-02,58.7188,59.281,57.3341,60.1142,0.1621
ZAR,2024-02-05,56.0771,56.2588,56.746,56.0952,0.2105
ZAR,2024-02-06,55.1761,55.5821,54.5503,54.2664,0.1274
ZAR,2024-02-07,54.7578,54.5467,55.2016,53.8574,0.221
ZAR,2024-02-08,54.8602,55.1235,54.9117,56.0391,0.2156
ZAR,2024-02-09,56.6398,56.9929,56.5553,55.4479,0.2472
ZAR,2024-02-12,55.016,55.5479,54.2863,54.4608,0.2019
ZAR,2024-02-13,56.5399,57.6039,56.5746,55.2541,0.1247
ZAR,2024-02-14,55.9846,56.2137,55.9813,54.0754,0.1735
ZAR,2024-02-15,57.7481,58.1802,57.2435,58.3205,0.1699
ZAR,2024-02-16,56.7074,57.1051,56.6637,55.9114,0.1376
ZAR,2024-02-19,56.0898,56.1318,55.7327,56.529,0.1917
ZAR,2024-02-20,57.0585,57.2975,57.5124,56.7134,0.1522
ZAR,2024-02-21,53.9399,54.8343,53.6688,54.3213,0.2183
ZAR,2024-02-22,55.1456,55.6326,55.0005,54.9615,0.1114
ZAR,2024-02-23,57.4413,57.4536,56.8916,55.5663,0.209
ZAR,2024-02-26,56.8279,57.0766,56.7414,57.2279,0.2644
ZAR,2024-02-27,54.0125,54.6035,54.2683,53.9926,0.1376
ZAR,2024-02-28,55.3474,55.5422,55.7145,56.3766,0.0603
ZAR,2024-02-29,56.3155,56.3522,56.7009,56.5179,0.0722
ZAR,2024-03-01,55.8154,55.304,55.3848,54.8911,0.1275
ZAR,2024-03-04,56.0697,55.8834,55.8986,54.5558,0.1815
ZAR,2024-03-05,57.5406,59.1367,57.295,58.3288,0.061
ZAR,2024-03-06,57.2785,57.8666,57.3204,58.5156,0.1373
ZAR,2024-03-07,55.3177,55.7554,55.6494,56.3393,0.0972
ZAR,2024-03-08,54.7257,54.4708,54.1459,54.1089,0.0826
ZAR,2024-03-11,55.17,55.354,55.5605,54.0184,0.2556
ZAR,2024-03-12,54.9152,54.9536,54.8988,54.4938,0.1811
ZAR,2024-03-13,56.7239,56.7709,57.1421,57.9983,0.1452
ZAR,2024-03-14,57.506,56.5832,57.2083,59.4246,0.1323
ZAR,2024-03-15,55.5502,55.898,55.6296,55.2382,0.1331
ZAR,2024-03-18,55.1483,55.9627,54.7178,55.3989,0.1904
ZAR,2024-03-19,55.5114,55.3243,55.6127,55.5131,0.097
ZAR,2024-03-20,55.2755,55.2174,54.0132,52.5016,0.141
ZAR,2024-03-21,57.5014,57.7623,56.9247,57.6012,0.1166
ZAR,2024-03-22,53.5338,53.8365,53.7216,52.7335,0.1251
ZAR,2024-03-25,57.5206,58.923,57.212,57.0558,0.0911
ZAR,2024-03-26,56.2443,57.3357,56.1679,53.8653,0.1835
ZAR,2024-03-27,56.7611,56.1682,56.4729,57.2123,0.1463
ZAR,2024-03-28,54.9849,55.6929,54.9866,53.4998,0.0475
ZAR,2024-03-29,57.0366,57.5449,56.7926,56.5963,0.1236
ZAR,2024-04-01,54.7,54.6843,55.56,53.9639,0.1345
ZAR,2024-04-02,56.3856,56.5656,55.7881,57.7347,0.2029
ZAR,2024-04-03,56.2462,56.4522,56.5366,56.9862,0.234
ZAR,2024-04-04,56.1178,57.2765,56.6806,54.9637,0.1928
ZAR,2024-04-05,56.04,56.8969,55.8477,55.172,0.1393
ZAR,2024-04-08,54.243,53.8787,53.5568,55.1158,0.1682
ZAR,2024-04-09,54.0546,54.0754,54.4671,55.2312,0.1208
ZAR,2024-04-10,54.69,54.9049,54.81,56.1737,0.1133
ZAR,2024-04-11,54.3765,53.5,54.1919,53.8146,0.0786
ZAR,2024-04-12,56.9649,57.4986,56.7791,58.3293,0.1831
ZAR,2024-04-15,54.9529,54.6333,54.3439,55.3492,0.1585
ZAR,2024-04-16,54.9292,55.4332,55.107,54.8272,0.2223
ZAR,2024-04-17,55.1149,54.5284,55.4412,56.1092,0.1627
ZAR,2024-04-18,55.6468,55.5923,55.2042,54.7977,0.1653
ZAR,2024-04-19,55.0445,54.7956,55.1632,54.6691,0.1476
ZAR,2024-04-22,56.0112,54.367,56.215,55.6196,0.2253
ZAR,2024-04-23,54.6957,54.9771,53.7482,53.3827,0.1697
ZAR,2024-04-24,54.9734,54.9211,55.175,54.2416,0.2861
ZAR,2024-04-25,56.6202,57.371,56.1742,55.0139,0.1697
ZAR,2024-04-26,56.8486,56.6219,56.166,57.553,0.2426
ZAR,2024-04-29,55.3579,55.0091,55.3387,56.7935,0.0586
ZAR,2024-04-30,53.7073,53.952,53.7286,53.7151,0.1973
ZAR,2024-05-01,55.2231,54.4866,54.0009,54.2259,0.097
ZAR,2024-05-02,56.8794,56.8872,56.7111,57.3622,0.2042
ZAR,2024-05-03,55.4423,56.4022,56.3102,56.202,0.108
ZAR,2024-05-06,57.148,57.419,57.2844,57.8108,0.1947
ZAR,2024-05-07,56.4176,56.1028,56.4596,56.4135,0.1479
ZAR,2024-05-08,56.5255,55.718,56.1583,56.2355,0.1081
ZAR,2024-05-09,55.0332,55.126,56.6338,54.3319,0.1062
ZAR,2024-05-10,56.3085,56.1057,56.2161,57.8508,0.1997
ZAR,2024-05-13,56.678,56.6281,56.2065,56.4441,0.1402
ZAR,2024-05-14,56.1854,56.0869,55.2389,56.0253,0.1809
ZAR,2024-05-15,57.2313,57.9471,57.7358,57.6762,0.1925
ZAR,2024-05-16,56.6676,56.3109,56.7961,57.6621,0.1119
ZAR,2024-05-17,55.476,56.464,55.2999,54.7492,0.1061
ZAR,2024-05-20,56.1084,55.6419,56.0321,56.4417,0.215
ZAR,2024-05-21,56.4433,56.2862,55.6541,56.1438,0.0882
ZAR,2024-05-22,55.6037,56.5228,55.3211,55.6162,0.2319
ZAR,2024-05-23,54.3444,53.9016,54.9523,54.717,0.1583
ZAR,2024-05-24,57.3185,57.6402,57.3205,57.3202,0.1559
ZAR,2024-05-27,54.104,55.6591,53.644,54.314,0.1808
ZAR,2024-05-28,56.4851,56.6149,56.6007,57.0846,0.1693
ZAR,2024-05-29,54.9658,55.8753,54.6192,55.6956,0.2196
ZAR,2024-05-30,55.7976,56.1561,55.1926,55.0727,0.1527
ZAR,2024-05-31,55.9013,55.6232,54.5424,54.494,0.0851
ZAR,2024-06-03,57.0899,57.6466,57.4029,57.6972,0.2234
ZAR,2024-06-04,55.7455,57.2449,56.4075,56.4393,0.2083
ZAR,2024-06-05,56.6671,56.7649,56.6123,57.1112,0.1908
ZAR,2024-06-06,56.3782,57.0982,56.6876,56.1504,0.103
ZAR,2024-06-07,55.3896,56.0972,55.1356,57.9965,0.1597
ZAR,2024-06-10,55.8354,56.0885,55.9543,55.7776,0.2064
ZAR,2024-06-11,55.8897,55.693,56.1522,55.4395,0.1537
ZAR,2024-06-12,56.9693,56.4991,56.9292,57.1136,0.0583
ZAR,2024-06-13,54.9421,54.8022,55.1401,55.134,0.142
ZAR,2024-06-14,55.2204,55.6344,54.1589,56.8597,0.0539
ZAR,2024-06-17,56.3528,56.4638,56.0752,55.9545,0.1559
ZAR,2024-06-18,55.9271,55.8376,56.1753,55.4784,0.1617
ZAR,2024-06-19,56.3747,57.0014,56.4218,56.6586,0.1981
ZAR,2024-06-20,56.9413,57.1119,56.8518,57.1324,0.0925
ZAR,2024-06-21,55.5821,56.1544,55.0611,55.3118,0.1609
ZAR,2024-06-24,54.9511,55.5028,54.79,54.6751,0.1319
ZAR,2024-06-25,55.7128,55.6889,55.1838,55.3175,0.2296
ZAR,2024-06-26,57.2409,56.9952,57.0061,56.5903,0.1337
ZAR,2024-06-27,57.7781,57.8244,57.398,58.3195,0.1
ZAR,2024-06-28,54.9206,54.5176,55.1636,52.0706,0.1772
ZAR,2024-07-01,57.8299,58.1038,58.338,57.1871,0.1271
ZAR,2024-07-02,54.7581,55.3882,54.153,53.6027,0.1863
ZAR,2024-07-03,57.3025,58.4538,55.6699,56.4005,0.2912
ZAR,2024-07-04,55.4215,55.3253,55.058,54.8395,0.17
ZAR,2024-07-05,54.4556,54.5363,53.6128,54.3986,0.1571
